Timestamp,scan,PosX,PosY,PosZ,RotX,RotY,RotZ,Joint0RotX,Joint0RotY,Joint0RotZ,Joint1RotX,Joint1RotY,Joint1RotZ
0.3985,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.4833,317.6980,272.6739,359.6818,253.3542,114.9319
0.4042,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.4738,317.8299,272.6721,359.6763,253.3904,114.6613
0.4102,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.4636,317.9710,272.6700,359.6706,253.4290,114.3717
0.4158,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.4543,318.1003,272.6682,359.6656,253.4643,114.1066
0.4214,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.4450,318.2294,272.6663,359.6609,253.4994,113.8415
0.4271,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.4354,318.3631,272.6644,359.6562,253.5357,113.5672
0.4326,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.4263,318.4895,272.6625,359.6519,253.5698,113.3077
0.4384,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.4166,318.6242,272.6605,359.6477,253.6061,113.0312
0.4440,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.4072,318.7553,272.6585,359.6438,253.6413,112.7621
0.4494,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.3982,318.8798,272.6566,359.6403,253.6746,112.5065
0.4549,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.3890,319.0072,272.6546,359.6369,253.7085,112.2450
0.4610,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.3789,319.1491,272.6524,359.6333,253.7462,111.9535
0.4665,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.3697,319.2767,272.6504,359.6304,253.7799,111.6916
0.4733,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.3584,319.4343,272.6479,359.6270,253.8214,111.3679
0.4796,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.3479,319.5806,272.6454,359.6242,253.8598,111.0674
0.4857,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.3377,319.7225,272.6432,359.6217,253.8969,110.7760
0.4917,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.3278,319.8616,272.6409,359.6195,253.9330,110.4903
0.4972,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.3187,319.9886,272.6387,359.6177,253.9660,110.2295
0.5031,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.3089,320.1258,272.6364,359.6160,254.0014,109.9475
0.5090,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2990,320.2641,272.6341,359.6145,254.0369,109.6634
0.5148,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2893,320.3993,272.6317,359.6133,254.0715,109.3857
0.5209,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2794,320.5386,272.6293,359.6123,254.1070,109.0994
0.5267,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2697,320.6746,272.6269,359.6115,254.1415,108.8199
0.5331,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2592,320.8221,272.6243,359.6109,254.1787,108.5167
0.5394,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2488,320.9681,272.6217,359.6106,254.2154,108.2168
0.5451,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2393,321.1014,272.6193,359.6106,254.2487,107.9427
0.5510,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2295,321.2384,272.6168,359.6107,254.2828,107.6612
0.5565,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2205,321.3650,272.6144,359.6111,254.3142,107.4009
0.5624,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2107,321.5026,272.6119,359.6117,254.3482,107.1179
0.5684,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.2008,321.6416,272.6093,359.6125,254.3823,106.8322
0.5743,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.1910,321.7803,272.6066,359.6136,254.4162,106.5471
0.5799,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.1819,321.9091,272.6042,359.6148,254.4475,106.2821
0.5860,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.1718,322.0510,272.6014,359.6163,254.4818,105.9905
0.5917,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.1623,322.1842,272.5988,359.6180,254.5139,105.7166
0.5977,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.1526,322.3215,272.5962,359.6199,254.5468,105.4342
0.6037,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.1427,322.4619,272.5934,359.6221,254.5803,105.1454
0.6095,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.1331,322.5969,272.5907,359.6244,254.6122,104.8678
0.6157,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.1231,322.7391,272.5878,359.6270,254.6458,104.5752
0.6213,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.1138,322.8702,272.5852,359.6297,254.6765,104.3056
0.6269,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.1047,322.9993,272.5825,359.6325,254.7066,104.0401
0.6327,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.0952,323.1346,272.5797,359.6356,254.7380,103.7618
0.6385,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.0856,323.2704,272.5769,359.6390,254.7694,103.4824
0.6447,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.0756,323.4122,272.5740,359.6427,254.8020,103.1905
0.6503,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.0663,323.5445,272.5712,359.6464,254.8322,102.9185
0.6561,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.0569,323.6780,272.5683,359.6503,254.8625,102.6436
0.6622,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.0470,323.8188,272.5653,359.6546,254.8942,102.3541
0.6677,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.0379,323.9481,272.5625,359.6588,254.9232,102.0879
0.6732,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.0291,324.0743,272.5598,359.6630,254.9514,101.8282
0.6789,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.0198,324.2066,272.5569,359.6676,254.9807,101.5559
0.6852,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,1.0095,324.3536,272.5536,359.6729,255.0131,101.2534
0.6916,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9990,324.5027,272.5503,359.6786,255.0458,100.9466
0.6974,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9896,324.6368,272.5473,359.6839,255.0750,100.6705
0.7031,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9804,324.7694,272.5443,359.6893,255.1036,100.3976
0.7088,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9712,324.9002,272.5413,359.6948,255.1317,100.1284
0.7147,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9615,325.0392,272.5381,359.7008,255.1615,99.8423
0.7205,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9521,325.1738,272.5350,359.7069,255.1900,99.5652
0.7267,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9422,325.3159,272.5317,359.7135,255.2200,99.2726
0.7324,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9329,325.4494,272.5286,359.7198,255.2479,98.9978
0.7386,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9230,325.5921,272.5252,359.7269,255.2776,98.7040
0.7446,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9133,325.7312,272.5219,359.7339,255.3063,98.4176
0.7501,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.9044,325.8597,272.5188,359.7405,255.3326,98.1532
0.7567,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.8938,326.0128,272.5151,359.7487,255.3638,97.8379
0.7624,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.8845,326.1466,272.5119,359.7560,255.3908,97.5624
0.7686,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.8747,326.2883,272.5084,359.7639,255.4193,97.2705
0.7745,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.8651,326.4261,272.5050,359.7718,255.4467,96.9868
0.7801,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.8561,326.5565,272.5018,359.7794,255.4725,96.7183
0.7862,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.8464,326.6968,272.4983,359.7878,255.5000,96.4293
0.7922,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.8367,326.8370,272.4948,359.7964,255.5273,96.1407
0.7979,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.8275,326.9701,272.4914,359.8047,255.5530,95.8665
0.8045,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.8170,327.1225,272.4875,359.8144,255.5822,95.5526
0.8101,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.8081,327.2529,272.4842,359.8228,255.6070,95.2841
0.8165,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.7978,327.4019,272.4803,359.8327,255.6351,94.9772
0.8231,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.7874,327.5538,272.4764,359.8430,255.6635,94.6643
0.8297,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.7768,327.7083,272.4724,359.8536,255.6921,94.3460
0.8362,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.7664,327.8596,272.4684,359.8642,255.7198,94.0344
0.8431,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.7555,328.0180,272.4641,359.8755,255.7486,93.7081
0.8510,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.7429,328.2027,272.4592,359.8890,255.7818,93.3275
0.8572,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.7331,328.3462,272.4554,359.8997,255.8073,93.0319
0.8636,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.7229,328.4957,272.4513,359.9110,255.8336,92.7241
0.8700,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.7128,328.6424,272.4473,359.9223,255.8593,92.4217
0.8767,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.7022,328.7990,272.4430,359.9346,255.8863,92.0990
0.8829,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.6924,328.9421,272.4390,359.9460,255.9108,91.8043
0.8893,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.6822,329.0922,272.4349,359.9580,255.9362,91.4950
0.8958,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.6720,329.2426,272.4307,359.9703,255.9614,91.1851
0.9037,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.6596,329.4254,272.4255,359.9855,255.9917,90.8085
0.9120,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.6466,329.6172,272.4201,0.0017,256.0230,90.4133
0.9196,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.6346,329.7937,272.4150,0.0169,256.0515,90.0495
0.9267,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.6235,329.9590,272.4102,0.0314,256.0778,89.7090
0.9336,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.6126,330.1194,272.4056,0.0455,256.1030,89.3784
0.9410,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.6011,330.2902,272.4006,0.0609,256.1295,89.0264
0.9475,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.5909,330.4425,272.3961,0.0747,256.1529,88.7126
0.9546,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.5797,330.6078,272.3912,0.0899,256.1779,88.3718
0.9626,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.5673,330.7932,272.3857,0.1072,256.2055,87.9899
0.9690,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.5574,330.9413,272.3813,0.1212,256.2274,87.6847
0.9753,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.5476,331.0867,272.3769,0.1351,256.2485,87.3850
0.9809,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.5388,331.2186,272.3729,0.1478,256.2675,87.1130
0.9867,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.5298,331.3528,272.3688,0.1609,256.2865,86.8363
0.9930,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.5201,331.4980,272.3643,0.1752,256.3069,86.5372
0.9991,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.5106,331.6401,272.3600,0.1893,256.3266,86.2442
1.0052,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.5012,331.7819,272.3556,0.2035,256.3460,85.9520
1.0111,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.4920,331.9196,272.3513,0.2174,256.3646,85.6682
1.0176,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.4821,332.0694,272.3466,0.2327,256.3846,85.3593
1.0236,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.4728,332.2094,272.3422,0.2471,256.4030,85.0710
1.0299,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.4632,332.3539,272.3376,0.2620,256.4217,84.7729
1.0370,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.4522,332.5195,272.3323,0.2794,256.4428,84.4317
1.0430,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.4429,332.6597,272.3279,0.2942,256.4605,84.1426
1.0495,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.4330,332.8103,272.3230,0.3102,256.4792,83.8320
1.0554,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.4240,332.9464,272.3186,0.3248,256.4958,83.5515
1.0617,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.4144,333.0927,272.3138,0.3407,256.5134,83.2499
1.0679,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.4048,333.2375,272.3091,0.3564,256.5305,82.9514
1.0737,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3960,333.3712,272.3047,0.3711,256.5461,82.6757
1.0795,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3872,333.5065,272.3003,0.3860,256.5617,82.3969
1.0853,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3783,333.6408,272.2958,0.4009,256.5769,82.1200
1.0912,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3693,333.7782,272.2913,0.4163,256.5922,81.8368
1.0974,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3599,333.9228,272.2864,0.4326,256.6080,81.5387
1.1029,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3516,334.0501,272.2822,0.4470,256.6218,81.2760
1.1083,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3434,334.1758,272.2779,0.4614,256.6351,81.0170
1.1141,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3347,334.3090,272.2734,0.4766,256.6490,80.7424
1.1197,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3262,334.4397,272.2690,0.4917,256.6625,80.4729
1.1256,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3172,334.5768,272.2643,0.5076,256.6763,80.1902
1.1312,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3089,334.7058,272.2599,0.5226,256.6891,79.9242
1.1367,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.3006,334.8340,272.2554,0.5376,256.7017,79.6600
1.1423,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2921,334.9638,272.2509,0.5529,256.7141,79.3921
1.1481,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2833,335.0999,272.2462,0.5690,256.7269,79.1117
1.1538,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2748,335.2312,272.2416,0.5846,256.7391,78.8408
1.1598,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2658,335.3713,272.2367,0.6013,256.7518,78.5520
1.1655,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2573,335.5027,272.2321,0.6171,256.7634,78.2811
1.1719,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2477,335.6524,272.2267,0.6352,256.7764,77.9723
1.1777,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2391,335.7860,272.2220,0.6514,256.7878,77.6968
1.1832,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2309,335.9141,272.2174,0.6669,256.7985,77.4327
1.1893,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2218,336.0553,272.2124,0.6842,256.8100,77.1415
1.1947,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2137,336.1822,272.2078,0.6998,256.8201,76.8799
1.2007,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.2048,336.3211,272.2028,0.7169,256.8310,76.5934
1.2064,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1964,336.4530,272.1980,0.7332,256.8410,76.3214
1.2124,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1875,336.5917,272.1929,0.7504,256.8513,76.0353
1.2186,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1784,336.7354,272.1877,0.7683,256.8617,75.7390
1.2246,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1695,336.8753,272.1826,0.7858,256.8716,75.4505
1.2304,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1610,337.0088,272.1776,0.8026,256.8808,75.1751
1.2360,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1526,337.1406,272.1727,0.8192,256.8896,74.9033
1.2415,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1445,337.2682,272.1680,0.8354,256.8979,74.6402
1.2475,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1358,337.4065,272.1628,0.8529,256.9067,74.3549
1.2535,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1270,337.5456,272.1576,0.8706,256.9152,74.0681
1.2593,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1184,337.6818,272.1525,0.8880,256.9233,73.7871
1.2650,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1101,337.8129,272.1475,0.9048,256.9309,73.5167
1.2710,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.1014,337.9526,272.1422,0.9227,256.9387,73.2285
1.2774,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.0920,338.1015,272.1366,0.9419,256.9468,72.9214
1.2841,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.0823,338.2562,272.1306,0.9618,256.9548,72.6023
1.2903,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.0732,338.4018,272.1250,0.9807,256.9621,72.3020
1.2960,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.0650,338.5323,272.1200,0.9976,256.9684,72.0328
1.3026,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.0554,338.6864,272.1140,1.0177,256.9754,71.7150
1.3083,False,71.7853,0.0000,13.5442,270.0000,169.3152,0.0000,0.0471,338.8195,272.1088,1.0350,256.9813,71.4404
